0,1,2,3,4,5,6,7,8,9,10,11,12,13
0.997695,0.470555,0.926215,0.51153,0.91699,0.31145999999999996,1.0,0.5188,0.926215,0.411225,0.798775,0.275275,0.8026800000000001,0.30888499999999997
1.0,0.40585499999999997,0.965175,0.31922,0.44566,0.032015000000000016,1.0,0.477255,0.75437,0.161285,0.67216,0.15146500000000002,0.24157499999999998,0.01242500000000002
1.0,0.483175,1.0,0.502425,1.0,0.43969,0.944825,0.50599,0.86541,0.52673,0.927215,0.504135,0.7729550000000001,0.501495
1.0,0.27419499999999997,1.0,1.0,0.85608,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.57258
1.0,0.487995,0.9707,0.532655,0.96053,0.383725,0.88576,0.418005,0.76399,0.398625,0.782045,0.49644,0.671975,0.362715
0.511685,0.49704,0.45038,0.440255,0.496185,0.44088,0.57353,0.533185,0.51893,0.46849,0.5,0.5,0.47714,0.4223
0.98794,0.44699,0.973005,0.396,0.9640299999999999,0.35825,0.92998,0.36329,0.89883,0.260355,0.891125,0.24618,0.87314,0.19282
0.5,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5
0.9817750000000001,0.46401,1.0,0.428335,1.0,0.393435,1.0,0.31913,0.96285,0.282155,0.97255,0.29666000000000003,0.9519599999999999,0.26809499999999997
0.49068,0.45770500000000003,0.5,0.5,0.5,0.5,0.55735,0.36595,0.271685,0.30913999999999997,0.5,0.5,0.33172,0.69301
1.0,0.5332749999999999,1.0,0.40806,1.0,0.3634,1.0,0.28446499999999997,1.0,0.293255,0.98116,0.24063,0.9535549999999999,0.204915
1.0,0.22895,1.0,0.0,1.0,0.0,1.0,0.6810849999999999,1.0,0.29440500000000003,1.0,1.0,1.0,0.0
1.0,0.41842,1.0,0.44915499999999997,0.999995,0.42401500000000003,1.0,0.403615,0.970275,0.324245,0.978675,0.351075,0.968595,0.32794
1.0,0.06649500000000003,1.0,0.6113999999999999,0.92746,0.30052,1.0,0.43955,1.0,0.675735,1.0,0.53886,1.0,0.426165
1.0,0.5369,1.0,0.5171,1.0,0.472185,1.0,0.54382,1.0,0.598255,1.0,0.60164,1.0,0.563925
0.75466,0.03001999999999999,1.0,0.63354,0.4824,0.0,1.0,0.0,0.718425,0.0,0.5,0.5,0.0,0.328675
0.9982249999999999,0.53234,1.0,0.49382,0.989055,0.51249,0.98056,0.51156,0.99637,0.53904,0.946615,0.55173,0.97106,0.526345
0.5,0.5,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
0.835325,0.51264,0.8331299999999999,0.525155,0.7859849999999999,0.593805,0.54388,0.670405,0.8181050000000001,0.560655,0.810495,0.571425,0.893185,0.55488
1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.140625,1.0,0.5,0.5
1.0,0.49694,1.0,0.45083,1.0,0.461755,1.0,0.446975,1.0,0.444635,1.0,0.302555,1.0,0.42192
1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
0.980355,0.53544,1.0,0.5214799999999999,1.0,0.546565,0.9508449999999999,0.47428,0.946315,0.5129,0.91625,0.46929,0.93767,0.549155
0.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5
1.0,0.46909,1.0,0.51471,1.0,0.474345,1.0,0.491465,1.0,0.44137,0.922465,0.47399,0.96696,0.46701
1.0,0.7891,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.45643,1.0,0.41368499999999997,0.933175,0.09110499999999999,0.974085,0.805265,0.977365,0.29308999999999996,0.94243,0.34132,0.939685,0.382835
0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.3125,0.5,0.5,0.5,0.5,0.5,0.5
1.0,0.5419,1.0,0.586935,1.0,0.43346,0.9908600000000001,0.8226,1.0,0.73952,1.0,0.7955650000000001,1.0,0.85379
0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5
1.0,0.42882,1.0,0.41872,1.0,0.38172,1.0,0.46243,1.0,0.37495,1.0,0.369195,1.0,0.390125
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4908,1.0,0.0
0.94104,0.426805,0.96704,0.44471499999999997,0.9605,0.41775,0.941535,0.41481999999999997,0.94231,0.340955,0.926345,0.342685,0.91058,0.32038
0.856265,0.487025,0.706435,0.38466500000000003,0.990095,0.452635,0.998545,0.44882,1.0,0.445245,0.794825,1.0,0.9186300000000001,0.0
1.0,0.420505,0.86157,0.63843,0.917215,0.20806000000000002,1.0,0.358965,1.0,0.250685,0.89981,0.437365,0.884185,0.57319
0.830805,0.0,1.0,1.0,1.0,0.163395,0.9044650000000001,0.29777,1.0,0.0,1.0,0.05312499999999998,1.0,0.866965
1.0,0.502165,1.0,0.493955,1.0,0.4852,1.0,0.46493,0.989195,0.46872,1.0,0.46728000000000003,0.986305,0.460415
1.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5
0.956205,0.521735,0.970955,0.5114,0.973525,0.526725,0.96791,0.506605,0.9595549999999999,0.53174,0.96383,0.560335,0.96024,0.531055
1.0,0.512305,0.99836,0.524305,0.987725,0.5357149999999999,0.808725,0.0,0.9551799999999999,0.555735,0.94231,0.7682,0.910385,0.570685
1.0,0.53269,1.0,0.60373,1.0,0.631405,0.965255,0.661065,0.933865,0.695195,0.87737,0.75041,0.897775,0.761605
0.0,0.0,1.0,1.0,1.0,0.428125,0.5,0.5,0.0,1.0,1.0,1.0,0.589585,0.0
0.9546600000000001,0.543955,0.93264,0.58444,1.0,0.58299,0.775935,0.84077,0.851035,0.683595,0.58143,0.713695,0.7881,0.73043
0.17857,0.0,1.0,0.914285,1.0,0.0,1.0,0.383035,1.0,0.9808049999999999,1.0,0.311605,1.0,0.0
0.995125,0.471075,0.998965,0.434955,0.993315,0.40285,0.9968699999999999,0.37078500000000003,0.9636899999999999,0.34935,0.963255,0.310175,0.94906,0.28102
