0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0005020865122759028,0.018558710663602485,0.02754838454275621,0.003562806178655977,0.003562806178655977,0.032136827271606716,0.0,0.04070347312710121,0.000865301413325692
0.11639304092134281,0.125,0.09246533135855439,0.03039902071222056,0.07464447035800958,0.0357843252154482,0.0357843252154482,0.28664618454991064,0.0,0.16575776587359048,0.06864724545716755
0.24577309482969859,0.25,0.11202996774152409,0.035099726328478686,0.16296525576969056,0.08602926814023079,0.08602926814023079,0.2429907652283151,0.0,0.1896023357946044,0.08537640611479669
0.370374908110757,0.375,0.19951170063417428,0.10642830702695794,0.37518394838566493,0.16949894131526927,0.16949894131526927,0.32535827617595214,0.0,0.2952278686678569,0.16296509950966254
0.4903209997549619,0.5,0.2948089670221798,0.2736883872909184,0.5940508107444251,0.26565095437889197,0.26565095437889197,0.4293374396562093,0.0,0.4230812541222271,0.28410729737525237
0.6171281548640039,0.625,0.40726105582656874,0.44371935842092525,0.6980322626999591,0.3765542351295814,0.3765542351295814,0.5317084253370417,0.0,0.5467681739941765,0.4061147966541679
0.7363391325655475,0.75,0.5339573349859527,0.6082427234710389,0.792813879612893,0.510626694481557,0.510626694481557,0.6123593586889862,0.0,0.6415070057751393,0.5393712143063167
0.8659642244547904,0.875,0.6996047707662861,0.789983959635448,0.8508335616615565,0.6761284172858604,0.6761284172858604,0.7569542924091928,0.0,0.8096777826037993,0.7161811364291897
0.9999999999999999,1.0,0.9997029835040241,0.9998464314849188,0.9942099703220073,0.9994624538046236,0.9994624538046236,1.0,0.0,1.0,0.9821171041246035
0.0,0.0,0.0017417715724895415,0.02117115077853915,0.02958572688328731,0.004080038128276649,0.004080038128276649,0.03215316148748282,0.0,0.04240062416550039,0.0020190366310932073
0.11639304092134281,0.125,0.09258936052802014,0.028523354397962608,0.07463480732059269,0.03456547047011852,0.03456547047011852,0.28747625970215307,0.0,0.1648810385599151,0.06835881165272573
0.24577309482969859,0.25,0.11203104313894721,0.03510017016811762,0.1637710284059013,0.08602145496878637,0.08602145496878637,0.24175381960788966,0.0,0.18899908305583724,0.08537640611479669
0.370374908110757,0.375,0.19951375491899534,0.10642875086659687,0.37581235752864384,0.16953175663533585,0.16953175663533585,0.3240173855454068,0.0,0.2945723340250632,0.16267666570522066
0.4903209997549619,0.5,0.294813723587705,0.2736883872909184,0.5943375847580863,0.265663455453203,0.265663455453203,0.42785399586892825,0.0,0.4223372424110803,0.28410729737525237
0.6171281548640039,0.625,0.4072645301874742,0.4437122569867017,0.698354571754443,0.37658079991249244,0.37658079991249244,0.5300215463156692,0.0,0.545855251516175,0.4061147966541679
